Name,Goal,Status,Currency,DeadlineDate,NamefromUrl,N_Category,N_Location,N_min_Price,N_FAQ,N_Updates,N_Comments,N_ScrapeDate,D_Target,D_backers,D_TotalAmountPledged,D_FAQ,D_updates,D_Comments,D_StartDate,D_EndDate,D_ended
Shanty Town The Kickstarter Project,4500,live,USD,11-29-2017,shanty-town-the-kickstarter-project,Tabletop Games,Winder GA,13,0,9,37,11-22-2017,1,91,31257,0,0,0,11-08-2017,11-29-2017,ended
Comet Lord Miniatures: Legendary Monsters,2000,live,CAD,12-15-2017,comet-lord-miniatures-legendary-monsters,Tabletop Games,Winnipeg Canada,25,0,1,12,11-15-2017,1,221,12403,0,0,0,11-15-2017,12-15-2018,ended
FSHBWL - The Card Game About Fish... and Killing Them,3000,live,CAD,12-02-2017,fshbwl-the-card-game-about-fish-and-killing-them,Tabletop Games,Winnipeg Canada,60,2,1,0,11-22-2017,1,66,3975,0,0,0,11-02-2017,12-02-2017,ended
TTi-150 Titanium Dice 2.0,2000,live,CAD,12-17-2017,tti-150-titanium-dice-20,Tabletop Games,Winnipeg Canada,85,0,0,7,11-27-2017,1,125,13777,0,0,0,11-24-2017,12-17-2017,ended
Project Indigo - Warzone (Wargame/TCG),40000,live,USD,02-15-2018,project-indigo-warzone-wargame-tcg,Tabletop Games,Winston-Salem NC,5,0,0,0,01-06-2018,0,12,846,0,2,0,01-06-2018,02-15-2018,ended
Denizens of the Smog,4000,live,EUR,12-17-2017,denizens-of-the-smog,Tabletop Games,Wolfsburg Germany,80,0,0,0,11-26-2017,1,109,10268,0,0,0,11-26-2017,12-17-2018,ended
Exclusive FUZZ-TRACKER for 1000-Year Beard: The Card Game!,220,live,USD,02-06-2018,exclusive-fuzz-tracker-for-1000-year-beard-the-car,Tabletop Games,Woodinville WA,5,0,0,2,01-15-2018,1,34,263,0,0,0,01-15-2018,02-06-2018,ended
10mm German Ritter (Knights),700,live,USD,12-18-2017,10mm-german-ritter-knights,Tabletop Games,Worcester MA,24,0,0,0,12-07-2017,1,21,942,0,0,0,12-07-2017,12-18-2018,ended
Profanity - A Game of abuse,8500,live,GBP,12-11-2017,profanity-a-game-of-abuse,Tabletop Games,Worthing UK,10,0,0,0,11-11-2017,0,5,110,3,1,0,11-11-2017,11-20-2017,ended
Raging Rodents 28mm Wargames Miniatures,100,live,GBP,02-03-2018,raging-rodents-28mm-wargames-miniatures,Tabletop Games,Worthing UK,4,3,0,0,01-04-2018,1,15,242,0,0,0,01-04-2018,02-03-2018,ended
Nemesis Board Game,50000,live,GBP,02-07-2018,nemesis-board-game,Tabletop Games,Wroclaw Poland,100,25,3,2349,01-17-2018,1,30553,3080833,0,0,0,01-17-2018,02-07-2018,ended
Page Quest: Season 1,9500,live,USD,02-28-2018,page-quest-season-1,Tabletop Games,Wroclaw Poland,15,0,0,80,02-07-2018,1,1191,24701,0,0,0,02-07-2018,02-28-2018,ended
Anthro-Adventures RPG Setting Now for 5E & Pathfinder,1000,live,USD,01-15-2018,anthro-adventures-setting-for-5e,Tabletop Games,York PA,19,0,0,0,12-18-2017,1,141,4835,0,0,0,12-18-2017,01-14-2018,ended
ATK! A SPINNING MINIS MOBA STYLE BOARD GAME,35000,live,USD,01-14-2018,atk-a-spinning-minis-moba-style-board-game,Tabletop Games,York PA,10,0,0,2,12-15-2017,0,60,5465,0,9,16,12-15-2017,01-14-2018,ended
Redshirts Vol. 2: A Starfinder Comedy A.P. for levels 4-6,100,live,USD,02-25-2018,redshirts-vol-2-a-starfinder-comedy-ap-for-levels,Tabletop Games,York PA,15,0,1,2,01-16-2018,1,254,7224,0,0,0,01-16-2018,02-25-2018,ended
28mm Terrain for Tabletop Gaming,50,live,USD,01-31-2018,28mm-terrian-for-tabletop-gaming,Tabletop Games,Youngstown OH,5,0,0,0,01-01-2018,0,2,28,0,8,0,01-01-2018,01-31-2018,ended
Year 57: Scavengers,4000,live,USD,12-06-2017,year-57-scavengers,Tabletop Games,Yucaipa CA,50,2,1,0,11-22-2017,1,49,4121,0,0,0,11-06-2017,12-06-2017,ended
Street Rod - build and race your own Hot Rod. Only â‚¬11!,2200,live,EUR,02-09-2018,street-rod-build-and-race-your-own-hot-rod-with-ea,Tabletop Games,Zevenhoven Netherlands,10,0,0,9,01-15-2018,1,221,3981,0,0,0,01-15-2018,02-09-2018,ended
RUN-IT APP,20000,live,USD,01-25-2018,run-it-app,Technology,Adrian MI,25,0,0,0,11-25-2017,0,3,36,0,0,0,11-25-2017,01-24-2018,ended
Green Gas House Farms,5000,live,USD,12-08-2017,green-gas-house-farms,Technology,Akron OH,25,0,0,0,11-28-2017,0,2,20,0,0,0,11-28-2017,12-08-2017,ended
Urbanrake - Build the Next-Gen of Cities,10000,live,USD,01-17-2018,build-the-next-gen-of-cities,Technology,Alameda CA,15,0,0,0,12-18-2017,0,3,21,0,0,0,12-18-2017,01-04-2018,ended
Sunlight Lamp - mySun Desk Lamp for Vision and Health,10000,live,USD,01-16-2018,sunlight-lamp-mysun-desk-lamp-for-vision-and-healt,Technology,Albany CA,295,0,0,4,12-07-2017,1,52,15754,0,0,0,12-07-2017,01-16-2018,ended
For our daughter's university in 2036,50000,live,EUR,03-09-2018,for-our-daughters-university-in-2036,Technology,Amiens France,10,0,0,1,01-08-2018,0,3,20,0,2,1,01-08-2018,01-09-2018,ended
BlenderArtists 2.0: Weâ€™re Moving to Discourse!,2500,live,EUR,02-09-2018,blenderartists-20-were-moving-to-discourse,Technology,Amsterdam Netherlands,10,0,0,0,01-26-2018,1,215,4920,0,0,0,01-26-2018,02-09-2018,ended
Powerstrip: The age of modular tech has arrived,20000,live,EUR,01-18-2018,powerstrip-the-age-of-modular-tech-has-arrived,Technology,Amsterdam Netherlands,30,6,0,2,12-05-2017,1,185,20220,0,0,0,12-05-2017,01-18-2018,ended
Fairtrade and Organic(Bio)sheabutter Shampoo coco,33000,live,EUR,02-14-2018,fairtrade-and-organicbiosheabutter-shampoo-coco,Technology,Antwerp Belgium,20,0,0,0,01-09-2018,0,2,39,0,0,0,01-09-2018,02-12-2018,ended
X1 EXPLORER Electric Bike. Beat The Traffic Save The Planet,60000,live,USD,12-15-2017,x1-explorer-electric-bike-beat-the-traffic-save-th,Technology,Apopka FL,25,0,1,0,11-15-2017,0,13,22181,0,4,0,11-15-2017,12-15-2017,ended
The Green Plantern,3000,live,USD,12-25-2017,the-green-plantern,Technology,Appleton WI,5,0,0,0,11-16-2017,0,8,695,0,0,1,11-16-2017,12-25-2017,ended
How to Become a Google Certified Data Engineer,5000,live,USD,01-05-2018,how-to-become-a-google-certified-data-engineer,Technology,Atlanta GA,25,0,0,0,12-06-2017,0,14,1112,0,0,0,12-06-2017,01-05-2018,ended
LEASHPRO 1.0-WORLD'S FIRST SMART LOCK FOR YOUR PETâ€™S LEASH,30500,live,USD,02-12-2018,leashpro-10-worlds-first-smart-lock-for-your-pets,Technology,Atlanta GA,49,0,0,0,12-13-2017,0,6,367,0,0,0,12-13-2017,02-11-2018,ended
Slights: Stair Lights,10000,live,USD,02-23-2018,slights-stair-lights,Technology,Atlanta GA,15,0,0,0,01-23-2018,0,90,3682,3,4,41,01-23-2018,02-22-2018,ended
The Loc Case,45000,live,USD,02-21-2018,the-loc-case,Technology,Atlanta GA,10,0,0,0,01-21-2018,0,12,2210,0,2,0,01-21-2018,02-21-2018,ended
THE SINK GENIE,5000,live,USD,01-27-2018,the-sink-genie,Technology,Atlanta GA,0,0,0,0,12-28-2017,0,53,1746,0,3,0,12-28-2017,01-27-2018,ended
Beaver Boxes - Affordable Tiny Homes and Community,75000,live,USD,03-02-2018,beaver-boxes-affordable-tiny-homes-and-community,Technology,Austin TX,25,0,0,0,01-31-2018,0,0,0,0,0,0,01-31-2018,02-27-2018,ended
OSMO-DRAIN - the subsurface irrigation system,75000,live,EUR,01-25-2018,osmo-drain-the-subsurface-irrigation-system,Technology,Bad Saulgau Germany,15,0,0,0,12-26-2017,0,3,190,0,0,0,12-26-2017,01-25-2018,ended
Reylight Ti Lan v3 - Custom Ti AA/14500 Flashlight,3700,live,GBP,02-28-2018,reylight-ti-lan-v3-custom-ti-aa-14500-flashlight,Technology,Birmingham UK,58,0,0,2,01-24-2018,1,256,20694,0,0,0,01-24-2018,02-27-2018,ended
Xeebot Home Security System,85000,live,USD,12-22-2017,xeebot-home-security-system,Technology,Boca Raton FL,15,12,0,0,11-20-2017,0,12,836,12,2,1,11-20-2017,12-02-2017,ended
KeyMat: The first workout keyboard,10000,live,USD,02-03-2018,keymat-the-first-workout-keyboard,Technology,Boise ID,50,0,0,0,01-04-2018,0,2,206,0,2,0,01-04-2018,02-03-2018,ended
iotty Smart Light Switch Pro- Beautiful & Modern Smart Tech,25000,live,EUR,12-13-2017,iotty-smart-light-switch-pro-contemporary-italian,Technology,Bologna Italy,33,27,0,0,11-13-2017,0,56,6972,27,2,19,11-13-2017,12-06-2017,ended
SLIDE-R: The world's first premium connected surfboard,30000,live,EUR,01-03-2018,slide-r-the-worlds-first-premium-connected-surfboa,Technology,Bordeaux France,10,0,0,0,12-04-2017,0,25,20870,0,1,0,12-04-2017,01-03-2018,ended
Magnic Microlights: Non-contact driven brake shoe bike light,1000000,live,EUR,02-16-2018,magnic-microlights-non-contact-driven-brake-shoe-b,Technology,Borgholzhausen Germany,1,0,0,34,12-28-2017,0,2151,121196,10,9,149,12-28-2017,02-16-2018,ended
ArduinoPixed - USB Hub and Arduino for Pi Zero,4000,live,USD,02-28-2018,ardiunopixed-usb-hub-and-arduino-for-pi-zero,Technology,Boston MA,23,0,0,2,01-29-2018,1,102,4188,0,0,0,01-29-2018,02-28-2018,ended
HubSerialixed - USB Hub + UART for Pi Zero W,1500,live,USD,12-10-2017,hubserialixed-usb-hub-uart-for-pi-zero-w,Technology,Boston MA,10,0,0,0,11-22-2017,1,94,2294,0,0,0,11-22-2017,12-10-2017,ended
2.8x MacBook Battery Case,28000,live,USD,01-18-2018,magc-boost-seamless-macbook-battery-expansion,Technology,Boston MA,10,4,0,2,11-30-2017,0,70,6621,4,0,20,11-30-2017,01-18-2018,ended
Mint IOTA Physical Coin,10000,live,USD,01-19-2018,mint-iota-physical-coin,Technology,Boston MA,19,0,0,6,12-20-2017,1,802,21464,0,0,0,12-20-2017,01-19-2018,ended
Radius - Keep Mosquitoes Away Without Spray!,15000,live,USD,01-12-2018,radius-keep-mosquitoes-away-without-spray,Technology,Boston MA,40,13,0,8,12-13-2017,1,1275,105346,0,0,0,12-13-2017,01-12-2018,ended
SheHacks Boston (NJ to Boston bus),2500,live,USD,01-22-2018,shehacks-boston-nj-to-boston-bus,Technology,Boston MA,1000,0,0,0,12-14-2017,1,12,2530,0,0,0,12-14-2017,01-21-2018,ended
Enfant PommÃ©,12000,live,EUR,01-04-2018,enfant-pomme-a-project-that-started-2-years-ago-in,Technology,Brussels Belgium,18,0,0,1,11-14-2017,0,0,0,0,0,1,11-13-2017,11-13-2017,ended
MATONDO,21000,live,EUR,12-27-2017,matondo,Technology,Brussels Belgium,0,0,0,0,11-27-2017,0,3,200,0,0,0,11-27-2017,12-27-2017,ended
A new model for the study of cell division,5000,live,EUR,01-03-2018,a-new-model-for-the-study-of-cell-division,Technology,Canberra AU,10,0,0,0,12-04-2017,0,20,1497,0,0,1,12-04-2017,01-03-2018,ended
AIrrowy - Artificial Intelligence on directional indicators,10000,live,EUR,12-21-2017,airrowy-artificial-intelligence-on-directional-ind,Technology,Catania Italy,68,0,0,0,11-21-2017,0,4,231,0,3,0,11-21-2017,12-21-2018,ended
BAD Tech & Gaming,3000,live,USD,02-28-2018,bad-tech-and-gaming,Technology,Charlotte NC,0,0,0,0,01-29-2018,0,1,5,0,0,1,01-29-2018,02-28-2018,ended
Live Life Wireless Chargers,20000,live,USD,02-09-2018,live-life-wireless-chargers,Technology,Charlotte NC,45,0,0,2,01-10-2018,0,11,465,0,0,2,01-10-2018,01-10-2018,ended
FreeJOB Trabajo para todos.,400000,live,MXN,01-11-2018,freejob-trabajo-para-todos,Technology,Chicoloapan de Juárez Mexico,1500,1,0,0,12-12-2017,0,0,0,1,0,0,12-12-2017,01-11-2018,ended
GreenSert - Reusable & Eco-Friendly Alternative to Paper Cup,20000,live,USD,01-20-2018,greensert-reusable-and-eco-friendly-alternative-to,Technology,Chino Hills CA,9,0,0,0,11-21-2017,0,3,65,0,0,0,11-21-2017,12-03-2017,ended
The Best Charging Pod Ever,25000,live,AUD,02-23-2018,the-best-charging-pod-ever,Technology,City of Gold Coast AU,49,0,0,0,01-29-2018,0,7,503,0,2,0,01-28-2018,02-09-2018,ended
SunDancer Hybrid Solar/ Biomass Power,75000,live,USD,01-15-2018,sundancer-hybrid-solar-biomass-power,Technology,Clearwater FL,9,0,0,0,12-06-2017,0,4,88,0,0,0,12-06-2017,01-15-2018,ended
Inter-College Bus Company,35000,live,USD,12-28-2017,inter-college-bus-company,Technology,Columbus OH,10,0,0,0,11-27-2017,0,2,80,0,0,0,11-27-2017,12-27-2017,ended
Slim TWO Smart Toilet Seat - Ultimate Bathroom Upgrade,25000,live,USD,01-17-2018,slim-two-smart-toilet-seat-ultimate-bathroom-upgra,Technology,Crystal Lake IL,169,0,0,1,12-18-2017,1,1123,241737,0,0,0,12-18-2017,01-17-2018,ended
Opendo-Garage door controller,10000,live,USD,01-18-2018,opendo-garage-door-controller,Technology,Dallas TX,18,0,0,2,12-21-2017,0,50,1500,0,0,5,12-21-2017,01-18-2018,ended
THE FUNKIE LEG K4 PROSTHETICS - SCOTT HIGGINBOTHAM FOUNDER,350000,live,USD,12-22-2017,the-funkie-leg-k4-prosthetics-scott-higginbotham-f,Technology,Dallas TX,15,0,0,0,11-22-2017,0,6,305,0,0,0,11-22-2017,12-22-2017,ended
Advanced Programmable Motorcycle Turn Signals,1500,live,USD,02-02-2018,advanced-programmable-motorcycle-turn-signals,Technology,Dayton OH,59,0,0,3,01-03-2018,1,18,1849,0,0,0,01-03-2018,02-02-2018,ended
PilaFoot,37250,live,EUR,12-29-2017,pilafoot,Technology,De Pinte Belgium,0,0,0,0,11-29-2017,0,2,150,0,0,0,11-29-2017,12-29-2017,ended
swapschi.com im Radio bewerben und mobiles Design umsetzen,20000,live,EUR,12-28-2017,swapschicom-im-radio-bewerben-und-mobiles-design-u,Technology,Deutsch Germany,20,0,0,0,11-28-2017,0,0,0,0,0,0,11-28-2017,12-28-2017,ended
Mobile BFF,50000,live,CAD,02-20-2018,mobile-bff,Technology,Downtown Toronto Canada,0,0,0,0,01-16-2018,0,1,1,0,1,0,01-16-2018,02-20-2018,ended
Minnium Viper Make your hands free,129000,live,MXN,02-06-2018,minnium-viper-make-your-hands-free-0,Technology,Durango Mexico,1150,4,2,2,01-12-2018,0,8,7000,4,5,2,01-12-2018,01-15-2018,ended
DogBrite lighted dog harness,20000,live,USD,12-17-2017,dogbrite-lighted-dog-harness,Technology,Eau Claire WI,25,0,0,0,11-17-2017,0,5,195,0,1,2,11-17-2017,12-17-2017,ended
Pirate Paste Bicycle Sealant,25000,live,USD,01-05-2018,pirate-paste-bicycle-sealant,Technology,Fort Collins CO,36,0,0,0,12-05-2017,0,4,354,0,3,4,12-05-2017,01-04-2018,ended
AeroMapping-Solutions,7500,live,EUR,02-25-2018,aeromapping-solutions,Technology,France France,200,0,0,0,01-26-2018,0,3,1300,0,0,0,01-26-2018,02-25-2018,ended
Easy Pour for plants or trees!,150,live,USD,01-06-2018,easy-pour-for-plants-or-trees,Technology,Freeville NY,0,0,0,0,12-06-2017,0,2,105,0,8,0,12-06-2017,01-06-2018,ended
Creating a coffee revolution a coffee virtual assistant.,10000,live,GBP,01-14-2018,creating-a-coffee-revolution-a-coffee-virtual-assi,Technology,Greater Manchester UK,10,0,0,0,12-15-2017,0,0,0,0,0,0,12-15-2017,12-21-2017,ended
Quva | the vacuum foodsaving revolution,100000,live,EUR,01-22-2018,quva-the-vacuum-foodsaving-revolution,Technology,Groningen Netherlands,199,0,0,7,12-13-2017,0,101,34762,0,4,41,12-13-2017,01-22-2018,ended
The Prometheus,50000,live,CAD,01-29-2018,the-prometheus,Technology,Halifax Canada,0,0,0,1,12-30-2017,0,3,121,0,0,1,12-30-2017,01-29-2018,ended
The e-recite,50000,live,USD,12-31-2017,the-e-recite,Technology,Hartford CT,0,0,0,0,11-22-2017,0,1,12,0,0,0,11-22-2017,12-31-2017,ended
Virtual Reality Gaming Arena,90000,live,USD,12-28-2017,virtual-reality-gaming-arena,Technology,Holyoke MA,150,0,0,0,11-28-2017,0,3,27,0,0,0,11-28-2017,12-28-2017,ended
IDNbook - Smart Writing Notebook,300000,live,HKD,02-21-2018,idnbook-smart-writing-notebook,Technology,Hong Kong Hong Kong,826,0,0,6,12-23-2017,0,54,91868,4,4,17,12-22-2017,02-20-2018,ended
Operation Miracle-Smartphone Expansion Keyboard (S.E.K.),375000,live,HKD,01-08-2018,operation-miracle-smartphone-expansion-keyboard-se,Technology,Hong Kong Hong Kong,429,6,0,0,12-22-2017,0,13,6299,8,6,3,12-22-2017,01-07-2018,ended
REZdesign 3X Fast Wireless Charger,298,live,HKD,01-05-2018,rezdesign-3x-fast-wireless-charger,Technology,Hong Kong Hong Kong,0,0,0,0,12-06-2017,0,124,37260,0,0,48,12-06-2017,12-06-2017,ended
The Desktop Electroplator: Orbit 1,1500000,live,HKD,01-22-2018,the-desktop-electroplator-orbit-1,Technology,Hong Kong Hong Kong,350,0,0,0,12-22-2017,0,13,57049,0,5,0,12-22-2017,01-21-2018,ended
Hemp & Comfrey All Natural Fertilizers and Health Products,10000,live,USD,01-13-2018,plant-based-all-natural-fertilizers-and-health-pro,Technology,Hotchkiss CO,10,0,0,0,11-29-2017,0,5,650,0,0,0,11-29-2017,01-13-2018,ended
HOLHO transforms YOUR devices into HOLOGRAM PROJECTORS,5200,live,USD,12-25-2017,holho-transforms-your-devices-into-hologram-projec,Technology,Houston TX,14,0,0,3,11-17-2017,1,439,14744,0,0,0,11-16-2017,12-25-2017,ended
Home Weather Station,2000,live,USD,02-16-2018,home-weather-station,Technology,Irvine CA,0,0,0,0,12-18-2017,0,7,107,0,0,0,12-18-2017,02-16-2018,ended
APPiLL - Smart Caregiver at your Service,50000,live,EUR,12-21-2017,appill-smart-caregiver-at-your-service,Technology,Italia Italy,0,0,0,0,11-21-2017,0,73,2556,30,3,0,11-21-2017,12-18-2017,ended
DNA history: Opening a tomb of four great warriors in Italy,40000,live,NOK,01-27-2018,dna-history-opening-a-tomb-of-four-great-warriors,Technology,Italia Italy,500,0,0,0,01-08-2018,1,54,41500,0,0,0,01-08-2018,01-27-2018,ended
Piumanera R1 - Carbon fork for Brompton Bicycle,35000,live,EUR,02-25-2018,piumanera-r1-carbon-fork-for-brompton-bicycle,Technology,Italia Italy,15,0,0,0,01-10-2018,0,6,1651,0,0,0,01-10-2018,02-24-2018,ended
SHUI - Portable ultrafiltration water bottle,50000,live,EUR,01-06-2018,shui-portable-ultrafiltration-water-bottle,Technology,Italia Italy,15,0,0,0,12-07-2017,0,12,392,0,1,1,12-07-2017,01-06-2018,ended
Snoozle,50000,live,EUR,12-17-2017,snoozle,Technology,Jüchen Germany,13,0,0,0,12-02-2017,0,45,573,0,0,0,12-02-2017,12-17-2017,ended
Drones and dragons: tech for assessing wetland health,41900,live,EUR,12-22-2017,drones-and-dragons-tech-for-assessing-wetland-heal,Technology,Kampala Uganda,25,0,0,0,11-22-2017,0,4,195,0,3,0,11-22-2017,12-22-2017,ended
Start-X: Smart Phone Remote Starter No Monthly Fees.,2000,live,USD,11-27-2017,start-x-smart-phone-remote-starter-no-monthly-fees,Technology,Lakewood NJ,49,0,0,0,11-20-2017,0,4,197,4,2,0,11-20-2017,11-27-2018,ended
Start-X: Smart Phone Remote Starter No Monthly Fees,500,live,USD,12-19-2017,start-x-smart-phone-remote-starter-no-monthly-fees-0,Technology,Lakewood NJ,0,0,0,0,11-27-2017,1,8,502,0,0,0,11-27-2017,12-18-2017,ended
Electric Eel Wheel Mini,2500,live,USD,12-30-2017,electric-eel-wheel-mini,Technology,Lancaster MA,50,2,0,9,11-27-2017,1,1057,85353,0,0,0,11-27-2017,12-29-2017,ended
Business Crate - cheap way to learn business,5000,live,GBP,01-10-2018,business-crate-cheap-way-to-learn-business,Technology,Leeds UK,10,0,0,0,12-11-2017,0,0,0,0,0,0,12-11-2017,01-10-2018,ended
Hooptie The Water-less Car Wash,5000,live,USD,02-15-2018,hooptie-the-water-less-car-wash,Technology,Logan UT,36,0,0,8,01-16-2018,1,1014,42310,0,0,0,01-16-2018,02-15-2018,ended
3 in 1 Washing Machine Boot Bag,30650,live,GBP,01-04-2018,3-in-1-washing-machine-boot-bag,Technology,London UK,35,0,0,0,11-15-2017,0,2,36,0,0,1,11-15-2017,01-04-2018,ended
Antilaser weapons gadget a gadget that works against laser,220000,live,GBP,02-09-2018,antilaser-weapons-gadget-a-gadget-that-works-again,Technology,London UK,0,0,0,0,01-03-2018,0,0,0,0,0,0,01-03-2018,02-09-2018,ended
AVIOX 20 WATT CUSTOMISABLE BLUETOOTH SPEAKER - CYLINDER 2.0,1000,live,GBP,02-15-2018,aviox-20-watt-customisable-bluetooth-speaker-cylin,Technology,London UK,39,0,0,0,01-24-2018,1,332,19271,0,0,0,01-24-2018,02-14-2018,ended
Cycling straps to carry booze by bicycle *SHIPS FOR XMAS*,500,live,GBP,12-12-2017,cycling-straps-to-carry-booze-by-bicycle-and-so-mu,Technology,London UK,6,0,0,0,11-12-2017,1,75,806,0,0,0,11-12-2017,12-12-2017,ended
GoTalk Pro - The Ultimate Communication Gear.,125000,live,GBP,02-01-2018,gotalk-pro-the-ultimate-communication-gear,Technology,London UK,25,0,0,0,12-21-2017,0,4,528,0,0,3,12-21-2017,12-28-2017,ended
JANTAM. A PRECISION ENGINEERED TECHNOLOGICAL INVENTION,205000,live,GBP,02-27-2018,jantam-a-precision-engineered-technological-invent,Technology,London UK,40,0,0,0,12-30-2017,0,2,2,0,0,0,12-30-2017,02-27-2018,ended
Juice Infinity - World's First Ski/Snowboard Wax Replacement,20000,live,GBP,12-29-2017,juice-infinity-worlds-first-ski-snowboard-wax-repl,Technology,London UK,15,0,0,1,11-30-2017,0,25,1357,8,1,1,11-30-2017,12-01-2017,ended
Better mood Better posture. Ken Headphones.,45000,live,GBP,12-14-2017,ken-ai-headphones-that-learn-how-music-makes-you-f,Technology,London UK,5,0,0,0,11-13-2017,0,38,13941,0,0,3,11-13-2017,12-14-2017,ended
Learn Google Cloud essentials,1000,live,GBP,12-26-2017,learn-google-cloud-essentials,Technology,London UK,0,0,0,0,11-27-2017,0,9,61,0,0,0,11-27-2017,12-26-2017,ended
Letproof.com App - Disrupting Rental,35000,live,GBP,01-12-2018,letproofcom-app-disrupting-rental,Technology,London UK,50,0,0,0,11-28-2017,0,2,45,0,1,0,11-28-2017,01-12-2018,ended
Mint Ada Lovelace Physical Coin to celebrate Cardano ADA,30000,live,GBP,02-10-2018,mint-cardano-ada-physical-coin,Technology,London UK,100,0,1,4,01-25-2018,0,38,3082,1,3,7,01-25-2018,02-09-2018,ended
New Social Networking app!!,7000,live,GBP,12-31-2017,new-social-networking-app,Technology,London UK,0,0,0,0,12-01-2017,0,1,15,0,0,0,12-01-2017,12-04-2017,ended
Portable Heated Blanket 2,6000,live,GBP,12-10-2017,portable-heated-blanket-2,Technology,London UK,0,0,0,0,11-10-2017,0,4,312,0,0,0,11-10-2017,12-10-2017,ended
Wash on Demand,5000,live,GBP,02-15-2018,wash-on-demand,Technology,London UK,30,0,0,0,01-16-2018,0,2,26,0,0,0,01-16-2018,02-15-2018,ended
Cinego - Meet Your Personal Immersive 4K Cinema,1000,live,USD,01-09-2018,cinego-meet-your-personal-immersive-4k-cinema,Technology,Los Angeles CA,25,0,0,1,12-30-2017,0,2,501,0,0,1,12-30-2017,12-30-2017,ended
CONNECT GO | Ditching the cord never looked SO GOOD!,30000,live,USD,12-15-2017,connect-go-lightning-fast-portable-charging-withou,Technology,Los Angeles CA,89,0,0,6,11-15-2017,1,84,33670,0,0,0,11-15-2017,12-15-2017,ended
Home Yoga Studio,10000,live,USD,02-22-2018,personalized-yoga-studio,Technology,Los Angeles CA,25,0,0,0,01-22-2018,0,11,289,0,2,0,01-22-2018,02-21-2018,ended
Global Housing Project via User Account website,1000000,live,GBP,01-19-2018,global-housing-project-via-user-account-website,Technology,Maidenhead UK,0,0,0,0,12-08-2017,0,0,0,0,0,0,12-08-2017,01-19-2018,ended
RollÃ©,18750,live,USD,12-13-2017,rolle,Technology,Marseille France,100,0,0,0,11-17-2017,0,1,125,0,0,0,11-17-2017,12-13-2017,ended
Hot or Cold Brew in One Device,35000,live,USD,01-16-2018,hot-or-cold-brew-in-one-device,Technology,Mckinney TX,20,0,0,1,11-17-2017,0,3,262,0,0,4,11-17-2017,01-16-2018,ended
Pigmento - Natural Dyes,100000,live,EUR,01-10-2018,pigmento-natural-dyes,Technology,Melfi Italy,0,0,0,0,11-11-2017,0,1,50,0,0,0,11-11-2017,01-10-2018,ended
poi: seguridad para tu hogar / smart home security,130000,live,MXN,12-29-2017,poi-seguridad-para-tu-hogar-smart-home-security,Technology,Mexico City Mexico,500,0,0,0,11-29-2017,0,17,43840,0,2,0,11-29-2017,12-27-2017,ended
Regalemos luces a ciclistas que lo necesiten. La Brandon,110000,live,MXN,12-20-2017,regalemos-luces-a-ciclistas-que-lo-necesiten-la-br,Technology,Mexico City Mexico,500,0,0,0,11-22-2017,0,11,5460,0,0,0,11-22-2017,12-20-2017,ended
CATOLET,60000,live,USD,01-07-2018,catolet,Technology,Miami FL,49,13,0,0,11-23-2017,1,130,66685,0,0,0,11-23-2017,01-07-2018,ended
FLEXPAND POWER,250000,live,USD,12-29-2017,flexpand-power,Technology,Miami FL,40,0,0,0,11-29-2017,0,29,3201,0,3,0,11-29-2017,12-29-2017,ended
3CHARGE - the BEST and MOST glamorous MULTI-CHARGING cable!,7800,live,EUR,01-12-2018,3charge-the-best-and-most-glamorous-multi-charging,Technology,Milan Italy,12,0,0,2,12-04-2017,0,183,11099,3,2,21,12-04-2017,12-12-2018,ended
Oak Barrel Fermentation and Aging Under Pressure,50000,live,AUD,02-21-2018,oak-barrel-fermentation-and-aging-under-pressure,Technology,Mildura AU,0,0,0,0,12-22-2017,0,1,10,0,0,0,12-22-2017,02-20-2018,ended
DIAMOND SKIN - Anyone can easily make clean skin,10000,live,CAD,03-07-2018,diamond-skin-anyone-can-easily-make-clean-skin,Technology,Montreal Canada,135,0,0,4,01-16-2018,0,128,20382,0,0,111,01-16-2018,01-16-2018,ended
CALLIGURT - Cool Innovation for Laptop Sport &Travel Bags,1500,live,EUR,12-17-2017,calligurt-cool-innovation-for-laptop-sport-andtrav,Technology,Munich Germany,19,0,0,1,12-04-2017,1,30,1513,0,0,0,12-04-2017,12-17-2017,ended
ClaireÂ®: New World of Advertising,50000,live,EUR,12-25-2017,claire-new-world-of-advertising,Technology,Naples Italy,25,0,0,0,11-23-2017,0,13,13379,0,0,1,11-23-2017,12-25-2017,ended
Dragonet: the Tennis Training Revolution!,80000,live,EUR,02-15-2018,dragonet-the-tennis-training-revolution,Technology,Naples Italy,25,0,0,0,12-21-2017,0,12,20098,0,0,0,12-21-2017,02-15-2018,ended
ASSIST,100000,live,USD,02-25-2018,assist,Technology,Nashville TN,0,0,0,0,01-11-2018,0,2,16,0,0,0,01-11-2018,02-25-2018,ended
IO Edge + IOedge Color: Illuminated Outlet Covers with STYLE,40000,live,USD,01-01-2018,io-edge-ioedge-color-illuminated-outlet-covers-wit,Technology,New Hudson MI,10,2,0,7,12-06-2017,0,41,1199,5,1,36,12-06-2017,12-31-2017,ended
